,Day,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
186,12-16-2020,Germany,2020-12-17 05:28:12,52.52,13.405,82253,929,63184.0,18140.0,"Berlin, Germany",2256.7058070810517,1.1294420872187032
187,12-17-2020,Germany,2020-12-18 05:28:18,52.52,13.405,83697,959,64529.0,18209.0,"Berlin, Germany",2296.323610509802,1.1457997299783744
188,12-18-2020,Germany,2020-12-19 05:27:52,52.52,13.405,85244,985,65235.0,19024.0,"Berlin, Germany",2338.7673375903273,1.155506545915255
189,12-19-2020,Germany,2020-12-20 05:27:32,52.52,13.405,86564,1001,65841.0,19722.0,"Berlin, Germany",2374.983058176165,1.156369853518784
190,12-20-2020,Germany,2020-12-21 05:27:58,52.52,13.405,87077,1007,67026.0,19044.0,"Berlin, Germany",2389.0578041311164,1.1564477416539385
191,12-21-2020,Germany,2020-12-22 05:22:33,52.52,13.405,88030,1024,68163.0,18843.0,"Berlin, Germany",2415.2044569480136,1.163239804612064
192,12-22-2020,Germany,2020-12-23 05:22:03,52.52,13.405,89534,1066,69394.0,19074.0,"Berlin, Germany",2456.468429494302,1.1906091540643775
193,12-23-2020,Germany,2020-12-24 05:23:04,52.52,13.405,91127,1105,70636.0,19386.0,"Berlin, Germany",2500.1742195649394,1.2125934135876304
194,12-24-2020,Germany,2020-12-25 05:22:48,52.52,13.405,92079,1116,71848.0,19115.0,"Berlin, Germany",2526.293436229877,1.2120027367803734
195,12-25-2020,Germany,2020-12-26 05:22:28,52.52,13.405,92357,1118,72427.0,18812.0,"Berlin, Germany",2533.920686474471,1.2105200472081163
196,12-26-2020,Germany,2020-12-27 05:22:55,52.52,13.405,92992,1128,72771.0,19093.0,"Berlin, Germany",2551.342642968416,1.213007570543703
197,12-27-2020,Germany,2020-12-28 05:22:06,52.52,13.405,93807,1149,73754.0,18904.0,"Berlin, Germany",2573.7031068149754,1.2248552879849053
198,12-28-2020,Germany,2020-12-29 05:22:37,52.52,13.405,94453,1172,74744.0,18537.0,"Berlin, Germany",2591.426860980469,1.2408287719818325
199,12-29-2020,Germany,2020-12-30 05:22:34,52.52,13.405,95740,1213,75918.0,18609.0,"Berlin, Germany",2626.737188551662,1.2669730520158764
200,12-30-2020,Germany,2020-12-31 05:22:49,52.52,13.405,96799,1247,77315.0,18237.0,"Berlin, Germany",2655.792073476209,1.2882364487236435
201,12-31-2020,Germany,2021-01-01 05:23:07,52.52,13.405,97445,1271,77560.0,18614.0,"Berlin, Germany",2673.515827641704,1.304325516958284
