,Unnamed: 0,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
118,118,0.9240952581298012,0.9144922980194908,0.8801624312645944,0.4102719033232629,0.58976056442354,0.8048094775620926,04-29-2021
119,119,0.9285636565426494,0.9154353976736876,0.8863255062281297,0.3945070035704477,0.5926123106551612,0.8012302550640498,04-30-2021
120,120,0.9321906033063247,0.9157497642250864,0.8904342228704865,0.38895907717659983,0.5949270397392691,0.7977609685174647,05-01-2021
121,121,0.9326040752373836,0.9163784973278843,0.8965972978340215,0.34254325734688273,0.5951909188548573,0.7981330525215982,05-02-2021
122,122,0.9365937166774267,0.9201508959446714,0.8979668700481405,0.3611095852787696,0.5977371208473761,0.7987548350282132,05-03-2021
123,123,0.9418890589523928,0.9217227287016658,0.9034451589046162,0.3569898379566053,0.6011166253101737,0.7951675390720161,05-04-2021
124,124,0.9480548684506408,0.9245520276642564,0.9150865227246271,0.3098049986267509,0.6050516647531573,0.7923042911979312,05-05-2021
125,125,0.9522693805900316,0.9283244262810436,0.9219343837952216,0.2861301840153804,0.6077413799488908,0.7927021061397663,05-06-2021
126,126,0.9565854472388056,0.931782458346432,0.9219343837952216,0.3182092831639659,0.6104959075589793,0.7925929923881767,05-07-2021
127,127,0.9588849314869756,0.9430996541967936,0.9253583143305188,0.3061796209832464,0.6119634457983039,0.8045238328696884,05-08-2021
128,128,0.9595377819044372,0.9434140207481924,0.9328909615081727,0.25064542708047244,0.6123800970334432,0.8042372778770641,05-09-2021
129,129,0.9628237956723272,0.9443571204023892,0.9328909615081727,0.2753639110134578,0.6144772415836449,0.8019932046052185,05-10-2021
130,130,0.966545043051858,0.9487582521219742,0.9452171114352432,0.20390002746498206,0.6168521536239401,0.8036578401601933,05-11-2021
131,131,0.9666248358806592,0.9487582521219742,0.9452171114352432,0.20450425707223288,0.6169030776637904,0.8035747505440243,05-12-2021
132,132,0.9728776921012354,0.972964476579692,0.9541193308270162,0.17621532546003846,0.6208936706047924,0.8273861685166615,05-13-2021
133,133,0.9760766591467972,0.9739075762338888,0.956858475255254,0.1783026641032683,0.6229352616569757,0.8251972000708268,05-14-2021
134,134,0.9773968677687751,0.9739075762338888,0.9589128335764324,0.1718209283163966,0.6237778230435911,0.8238117217670422,05-15-2021
135,135,0.9780352103991818,0.9739075762338888,0.9637063363258488,0.1382037901675364,0.6241852153623941,0.8231428520280326,05-16-2021
136,136,0.9806901354301922,0.9751650424394844,0.9678150529682052,0.12513045866520187,0.6258795970519613,0.8219320140954391,05-17-2021
137,137,0.9834466149705856,0.9779943414020748,0.9732933418246809,0.1015655039824224,0.6276387911558832,0.8225711044941157,05-18-2021
138,138,0.9867979137802216,0.9792518076076706,0.9753477001458596,0.11024443834111504,0.6297776008295992,0.8206432214797195,05-19-2021
139,139,0.9887201955649696,0.981138006916064,0.9815107751093946,0.07503433122768469,0.6310044072441762,0.8209816486691046,05-20-2021
140,140,0.9906860007108816,0.9833385727758566,0.9828803473235136,0.07854984894259817,0.6322589904077628,0.821661913917024,05-21-2021
141,141,0.9917813386335116,0.986167871738447,0.9849347056446918,0.06987091458390551,0.6329580385911633,0.8240166265176847,05-22-2021
142,142,0.9922093183516254,0.986482238289846,0.9883586361799892,0.045591870365284254,0.6332311766230881,0.8239605180818053,05-23-2021
143,143,0.992695329217958,0.9867966048412448,0.9904129945011676,0.032738258720131835,0.6335413503203586,0.8238443295420166,05-24-2021
144,144,0.9943347091551392,0.99119773656083,0.9945217111435244,0.011425432573468813,0.6345876078663755,0.8275637750950016,05-25-2021
145,145,0.9955896327353708,0.9930839358692234,0.9958912833576432,0.009612743751716557,0.6353885041294769,0.8285817716961179,05-26-2021
146,146,0.9972580282466614,0.994655768626218,0.9986304277858812,0.0,0.6364532795081664,0.8287831946183617,05-27-2021
147,147,0.9993108801149018,1.0,0.9993152138929404,0.00911837407305685,0.6377634161697716,0.8332103582211791,05-28-2021
148,148,1.0,1.0,1.0,0.008843724251579227,0.638203214695752,0.8324955372823657,05-29-2021
149,149,0.0,0.0,0.0,0.6325734688272453,0.0,0.002380724484422614,11-09-2020
150,150,0.011272550541503168,0.00408676516818611,0.005697420410734705,0.6715188135127712,0.007194177993407686,0.004733042322617176,11-10-2020
151,151,0.019483958014464287,0.006287331027978626,0.0103813573830214,0.695742927767097,0.0124347246398282,0.002408813126859144,11-11-2020
152,152,0.03370158932807188,0.010374096196164737,0.016256822181591583,0.7555616588849218,0.02150846264953149,0.0,11-12-2020
153,153,0.04333475993239372,0.01477522791574977,0.019550643356547576,0.8013183191430926,0.027656383096922397,0.006162107613231105,11-13-2020
154,154,0.04936274545362224,0.017918893429739083,0.02296772603077429,0.8190057676462511,0.03150346283470978,0.01164283621472362,11-14-2020
155,155,0.052496427457437767,0.01949072618673374,0.02828851408262628,0.7997802801428179,0.03350338876337913,0.014130693519422309,11-15-2020
156,156,0.06223115257114259,0.022005658597925182,0.029842978545651263,0.8605877506179621,0.03971612162512503,0.011031085274516905,11-16-2020
157,157,0.07363427319613802,0.0292360892801006,0.0367798618101636,0.8900302114803625,0.046993629865560604,0.026102632787278982,11-17-2020
158,158,0.08420319606548815,0.03143665513989312,0.04271010949729853,0.922109310628948,0.05373875041665127,0.020375024801569497,11-18-2020
159,159,0.09324880129409464,0.03803835271927068,0.04970177565037562,0.9333699533095304,0.05951168475241661,0.0350545592303938,11-19-2020
160,160,0.10560218197117303,0.04401131719585037,0.056707137525593886,0.9696786597088712,0.06739565201288841,0.04194525446540076,11-20-2020
161,161,0.1132187701748914,0.04589751650424394,0.06323314912587052,0.9746772864597638,0.07225658308951519,0.03898559803054802,11-21-2020
162,162,0.11638146775281633,0.04652624960704181,0.06993035725291205,0.9447953858829992,0.07427502685085738,0.037191673417745874,11-22-2020
163,163,0.12222085204233375,0.048726815466834335,0.07742876512521313,0.9284811864872288,0.07800174067627128,0.03791450104990168,11-23-2020
164,164,0.1339358900890053,0.06004401131719585,0.08592696071382105,0.9470475144191156,0.08547831561794003,0.06489508814918232,11-24-2020
165,165,0.1457597365385871,0.06507387613957875,0.09375406591751068,0.9729195276023072,0.09302433243213218,0.06760553299318073,11-25-2020
166,166,0.1538115583539465,0.07104684061615844,0.1024371537550246,0.9631969239219994,0.09816303099885183,0.07839501362552848,11-26-2020
167,167,0.16396700929223762,0.0748192392329456,0.10735391800371152,1.0,0.1046442724343544,0.07843330006911597,11-27-2020
168,168,0.16396700929223762,0.0748192392329456,0.11101067581540908,0.9706673990661906,0.1046442724343544,0.07843330006911597,11-28-2020
169,169,0.17235251020985515,0.07922037095253066,0.12091953078455947,0.9539137599560559,0.109995926076812,0.08283891308676405,11-29-2020
170,170,0.17906236172265466,0.08299276956931782,0.13041751408947416,0.9278769568799781,0.1142781748824118,0.08709235122208969,11-30-2020
171,171,0.18748413210790893,0.09210939955988684,0.13929234203696478,0.9188684427355122,0.11965297581571048,0.10669941855719878,12-01-2020
172,172,0.19443336210711096,0.09965419679346116,0.14810553923482,0.8994781653391924,0.12408799674086132,0.12244063890769985,12-02-2020
173,173,0.20345720565513545,0.10688462747563658,0.15702145434873416,0.8950288382312551,0.1298470427021222,0.1340393797971584,12-03-2020
174,174,0.21259711149959745,0.11191449229801947,0.16203408865240942,0.923152979950563,0.13568015999407446,0.13818413644140534,12-04-2020
175,175,0.22217225095570053,0.11883055642879595,0.16527997479987128,0.9684152705300744,0.14179104477611945,0.14742897097131868,12-05-2020
176,176,0.22474738315791004,0.12008802263439172,0.17479850168799774,0.9113430376270256,0.14343450242583616,0.1480145709827757,12-06-2020
177,177,0.22938987501541455,0.1251178874567746,0.1834815895255117,0.8759681406207086,0.1463973556534944,0.1574289447214272,12-07-2020
178,178,0.23916812349028346,0.1354919836529393,0.1941505570734981,0.8626201592968964,0.15263786526424947,0.17606647490498362,12-08-2020
179,179,0.2473142459214984,0.14083621502672114,0.20406625990371907,0.8438341115078275,0.15783674678715606,0.18141402334548865,12-09-2020
180,180,0.2593266936027913,0.14680917950330086,0.21413946353856367,0.8529524855808844,0.16550312951372184,0.18354352303070245,12-10-2020
181,181,0.26659509491719685,0.1537252436340773,0.21883709623299166,0.8691018950837682,0.17014184659827414,0.19412995712898665,12-11-2020
182,182,0.2741246363985869,0.16095567431625274,0.2234388588724312,0.8879428728371327,0.17494722417688233,0.2049947706787856,12-12-2020
183,183,0.2780997700515752,0.16347060672744418,0.2318137929617684,0.8504257072232903,0.17748416725306473,0.2070048762693744,12-13-2020
184,184,0.2854189486206721,0.17132977051241746,0.2405927508542707,0.8340565778632244,0.1821552905447945,0.21947130040114704,12-14-2020
185,185,0.2936085944130513,0.1879911977365608,0.24888551061076075,0.8266410326833288,0.18738194881671055,0.2542873423829245,12-15-2020
186,186,0.3031619721885723,0.19742219427852875,0.2575822941704159,0.8275748420763527,0.19347894522425105,0.2671212738083467,12-16-2020
187,187,0.3136365944420668,0.2068531908204967,0.2667926673103656,0.8313650096127437,0.2001638828191549,0.27835489240625977,12-17-2020
188,188,0.3248583677288785,0.21502672115686888,0.2716272572262054,0.8761329305135951,0.20732565460538516,0.2850210526615685,12-18-2020
189,189,0.3344335071849815,0.22005658597925176,0.2757770610349857,0.9144740455918704,0.21343653938743004,0.2856139295505685,12-19-2020
190,190,0.3381547545645125,0.22194278528764536,0.28389177640364033,0.8772315297995056,0.21581145142772495,0.28566741926277706,12-20-2020
191,191,0.34506771509607786,0.2272870166614272,0.2916777944409064,0.8661906069761055,0.2202233250620348,0.29033187158549845,12-21-2020
192,192,0.35597757096121346,0.24049041182018235,0.3001075114188083,0.8788794287283713,0.2271860301470316,0.3091277847581658,12-22-2020
193,193,0.3675330233502833,0.25275070732474064,0.3086125548684868,0.8960175775885745,0.2345607570089997,0.32422548497513315,12-23-2020
194,194,0.3744387299883212,0.25620873939012884,0.3169121624860475,0.8811315572644879,0.23896800118514125,0.3238198374093532,12-24-2020
195,195,0.3764553123889248,0.2568374724929267,0.3208770740459217,0.8644877780829442,0.2402549905559054,0.32280159967189004,12-25-2020
196,196,0.3810615347787925,0.259981138006916,0.3232327382542063,0.8799230980499863,0.2431946964927225,0.32450990745290365,12-26-2020
197,197,0.38697345800358346,0.2665828355862936,0.32996418568660074,0.8695413347981323,0.2469677048998185,0.3326463327891045,12-27-2020
198,198,0.3916594732222521,0.27381326626846897,0.3367435681464895,0.8493820379016753,0.24995833487648605,0.3436161301821461,12-28-2020
199,199,0.4009952341919525,0.2867022948758252,0.34478295704336753,0.853336995330953,0.25591644753898,0.3615707263751605,12-29-2020
200,200,0.4086771074374171,0.29739075762338885,0.3543494189589881,0.8329030486130183,0.2608190437391207,0.37617337372604187,12-30-2020
201,201,0.4133631226560857,0.3049355548569632,0.3560271449212838,0.8536116451524306,0.26380967371578845,0.38722254864685335,12-31-2020
